vertikal,kalem_id,kalem_adi,grup,birim,ekonomik_tl,orta_tl,ust_tl,en_dusuk_tl,en_yuksek_tl,urun_sayisi,kaynak_sayisi,kaynaklar,olcum_tarihi
bebek,bebek-bezi,Bebek Bezi (aylık),Aylık sarf,sabit,286,592,940,160,1780,59,2,amazon; ebebek,2026-08-05
bebek,bebek-kuveti,Bebek Küveti,Bakım,sabit,750,1050,2336,500,3499,52,2,amazon; ebebek,2026-08-05
bebek,biberon-seti,Biberon Seti,Beslenme,sabit,400,1015,1899,199,2499,41,1,amazon,2026-08-05
bebek,gogus-pompasi,Göğüs Pompası,Beslenme,sabit,670,2336,4474,310,7000,50,2,amazon; ebebek,2026-08-05
bebek,mama-sandalyesi,Mama Sandalyesi,Beslenme,sabit,1438,1950,4745,350,24742,69,3,amazon; joker; trendyol,2026-08-05
bebek,uyku-tulumu,Uyku Tulumu,Tekstil,sabit,947,550,2750,314,3250,50,2,amazon; joker,2026-08-05
bebek,zibin-seti,Zıbın / Body Seti,Tekstil,sabit,339,550,825,180,1000,48,1,amazon,2026-08-05
bebek,bebek-arabasi,Bebek Arabası,Uyku ve taşıma,sabit,8350,15912,42149,2495,129990,109,4,amazon; ebebek; joker; trendyol,2026-08-05
bebek,besik,Beşik,Uyku ve taşıma,sabit,1599,5729,7300,876,28699,48,3,amazon; ebebek; trendyol,2026-08-05
bebek,oto-koltugu,Oto Koltuğu,Uyku ve taşıma,sabit,7196,14506,26041,840,44990,98,3,amazon; joker; trendyol,2026-08-05
bebek,park-yatak,Park Yatak / Oyun Parkı,Uyku ve taşıma,sabit,3169,5999,13074,2495,15899,38,2,amazon; ebebek,2026-08-05
